,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,field_fate5,field_fate6,field_fate7,field_fate_eq,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
56,10059.0,ROJH,2019,29.63626,-92.76952,,,sym,,46.0,46.0,0.0,True,,27.0,0.0,0.0,,N,N,,,6.0,5.0,S,S,S,S,S,S,S,False,,,S,S,6.0,6.0,5.0,5.0,5,33,33,LETE,1.0,0,0.0,False,True,False,26.0,28,28,33,33,,,3,7.0,0.0,3E,fail,26|28|33,2E|3E|fail,0|2|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
57,10060.0,ROJH,2019,29.63637,-92.77102,,,sym,,45.0,45.0,0.0,True,,17.0,0.0,0.0,,N,N,,,16.0,5.0,S,S,S,S,S,S,S,False,,,S,S,16.0,16.0,5.0,5.0,5,33,33,WIPL,1.0,0,0.0,False,True,False,26.0,28,28,33,33,,,3,7.0,0.0,3E,fail,26|28|33,3E|3E|fail,0|2|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
58,10061.0,ROJH,2019,29.63636,-92.77102,,,sym,,46.0,46.0,0.0,True,,27.0,0.0,0.0,,N,N,,,6.0,5.0,S,S,S,S,S,S,S,False,,,S,S,6.0,6.0,5.0,5.0,5,33,33,LETE,1.0,0,0.0,False,True,False,26.0,28,28,33,33,,,3,7.0,0.0,3E,fail,26|28|33,2E|3E|fail,0|2|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
59,10062.0,ROJH,2019,29.63633,-92.77042,,,sym,,41.0,41.0,0.0,True,,22.0,0.0,0.0,,N,N,,,11.0,5.0,S,S,S,S,S,S,S,False,,,S,S,11.0,11.0,5.0,5.0,5,33,33,LETE,1.0,0,0.0,False,True,False,26.0,28,28,33,33,,,3,7.0,0.0,3E,fail,26|28|33,3E|3E|fail,0|2|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
60,10063.0,ROJH,2019,29.63632,-92.77045,,,sym,,41.0,41.0,0.0,True,,22.0,0.0,0.0,,N,N,,,11.0,5.0,S,S,S,S,S,S,S,False,,,S,S,11.0,11.0,5.0,5.0,5,33,33,LETE,1.0,0,0.0,False,True,False,26.0,28,28,33,33,,,3,7.0,0.0,3E,fail,26|28|33,3E|3E|fail,0|2|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
61,10064.0,ROJH,2019,29.63621,-92.77026,,,sym,,47.0,47.0,0.0,True,,28.0,0.0,0.0,,N,N,,,0.0,2.0,S,S,S,S,S,S,S,False,,,S,S,0.0,0.0,2.0,2.0,2,28,28,LETE,1.0,0,0.0,False,True,False,26.0,26,26,28,28,,,2,2.0,0.0,1E,fail,26|28,1E|fail,0|2,,,nest placement was below wrack line. 8 May- constant south winds brought surge with storms approaching late May 9th into May 10th.
62,10065.0,ROJH,2019,29.63627,-92.7703,,,sym,,46.0,46.0,0.0,True,,27.0,0.0,0.0,,N,N,,,6.0,5.0,S,S,S,S,S,S,S,False,,,S,S,6.0,6.0,5.0,5.0,5,33,33,LETE,1.0,0,0.0,False,True,False,26.0,28,28,33,33,,,3,7.0,0.0,3E,fail,26|28|33,2E|3E|fail,0|2|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
63,10066.0,ROJH,2019,29.63623,-92.76861,5.0,5.0,sym,,50.0,50.0,0.0,True,,22.0,0.0,0.0,,N,N,,,11.0,5.0,S,S,S,S,S,S,S,False,,,S,S,11.0,11.0,5.0,5.0,5,33,33,WIPL,1.0,0,0.0,False,True,False,26.0,28,28,33,33,,,3,7.0,0.0,3E,fail,26|28|33,2E|3E|fail,0|2|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
64,10067.0,RUTW,2019,29.76706,-93.16145,,,none,,,,,True,,,,0.0,,N,N,,,,9.0,U-D,U-D,U-D,U-D,U-D,U-D,U-D,False,,,U-D,U-D,,,9.0,9.0,10,35,35,LETE,,0,0.0,False,True,False,25.0,25,25,35,35,,,2,10.0,,2E,0E,26|35,2E|0E,0|9,,,coyote tracks nearby but could have failed beforehand
65,10068.0,RUTW,2019,29.76715,-93.16194,,,none,,,,,True,,,,5.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,,,9.0,9.0,9,35,35,LETE,,0,0.0,False,True,True,26.0,26,26,35,35,,,2,9.0,,2E,2E,26|35,2E|2E,0|9,,,
66,10069.0,RUTW,2019,29.76752,-93.16377,2.0,2.0,none,,,,,True,,,,1.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,,,5.0,5.0,5,40,40,LETE,,0,0.0,False,True,True,26.0,35,35,40,40,,,3,14.0,,3E,not f,26|35|40,3E|3E|not f,0|9|5,,,
67,10070.0,RUTW,2019,29.76759,-93.16413,2.0,2.0,none,,,,,True,,,,0.0,,N,N,,,,6.0,A,A,A,A,A,A,A,False,,,A,A,,,6.0,6.0,6,35,35,LETE,,0,0.0,False,True,False,26.0,29,29,35,35,,,3,9.0,,3E,1E,26|29|35,3E|3E|1E,0|3|6,,,
68,10071.0,RUTW,2019,29.76762,-93.16428,0.0,0.0,none,,,,,True,,,,0.0,,N,N,,,,3.0,D,D,D,D,D,D,D,False,,,D,D,,,3.0,3.0,3,29,29,LETE,,0,0.0,False,True,False,26.0,26,26,29,29,,,2,3.0,,2E,fail,26|29,2E|fail,0|3,,,9 May- scrape empty. No tracks around. Photo. 
69,10072.0,RUTW,2019,29.7677,-93.16454,5.0,10.0,none,,,44.0,,False,,25.0,0.0,0.0,,Y,Y,N,H,19.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,19.0,4.0,4.0,0,44,44,LETE,,1,1.0,False,False,False,26.0,44,44,44,44,,,5,18.0,,3E,2C,26|29|35|40|44,2E|3E|3E|3E|2C,0|3|6|5|4,,,5/24 2 chicks HOW OLD
70,10073.0,RUTW,2019,29.76986,-93.17609,,,none,,,,,True,,,,0.0,,N,N,,,,5.0,U-H,U-H,U-H,U-H,U-H,U-H,U-H,False,,,U-H,U-H,,,5.0,5.0,5,49,49,LETE,,0,0.0,False,True,True,26.0,44,44,49,49,,,5,23.0,,2E,0E,26|35|40|44|49,2E|2E|2E|2E|0E,0|9|5|4|5,,,agitated adults divebombing me; maybe hatched
71,10074.0,RUTW,2019,29.76991,-93.17629,,,none,,,,,True,,,,0.0,,N,N,,,,4.0,U,U,U,U,U,U,U,False,,,U,U,,,4.0,4.0,4,44,44,LETE,,0,0.0,False,True,True,26.0,40,40,44,44,,,4,18.0,,3E,0E,26|35|40|44,3E|3E|3E|0E,0|9|5|4,,,
72,10075.0,RUTW,2019,29.76991,-93.17634,,,none,,,,,True,,,,0.0,,N,N,,,,9.0,F,F,F,F,F,F,F,False,,,F,F,,,9.0,9.0,9,35,35,LETE,,0,0.0,False,True,False,26.0,26,26,35,35,,,2,9.0,,2E,0E,26|35,2E|0E,0|9,,,unhatched egg shell ofund nearby
73,10077.0,RUTW,2019,29.77043,-93.17932,0.0,0.0,none,,,40.0,,False,,21.0,0.0,0.0,,N,N,,,19.0,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,19.0,5.0,5.0,0,40,40,LETE,,1,0.0,True,True,False,26.0,40,40,40,40,,,3,14.0,,3E,"2C, 1E",26|35|40,"3E|3E|2C, 1E",0|9|5,,,
74,10078.0,BROE,2019,29.77505,-93.28058,50.0,60.0,none,,46.0,44.0,2.0,False,,16.0,3.0,2.0,,N,N,,,26.0,3.0,H,H,H,H,H,H,H,False,,,H,H,29.0,27.0,1.0,1.0,1,45,45,WIPL,0.0,1,0.0,True,True,False,27.0,44,44,44,44,,,5,18.0,0.0,2E,"2C, 1-2 d",27|32|37|41|45,"2E|2E|2E|2E|2C, 1-2 d",0|5|5|4|1,,,one chick banded on 5/25. Family observed about 100-150m from nest
75,10079.0,BROW,2019,29.77334,-93.2925,50.0,75.0,none,,43.0,43.0,0.0,True,,15.0,0.0,0.0,,N,N,,,17.0,5.0,D,D,D,D,D,D,D,False,,,D,D,17.0,17.0,5.0,5.0,5,32,32,WIPL,1.0,0,0.0,False,True,False,27.0,27,27,32,32,,,2,5.0,0.0,3E,fail,27|32,3E|fail,0|5,,,"appeared the nest had survived the surge from recent storms between visits, and photos on 12 May show fresh coyote tracks through the nest. "
76,10080.0,BROW,2019,29.77261,-93.30148,5.0,10.0,none,,50.0,50.0,0.0,True,,22.0,0.0,0.0,,N,N,,,15.0,5.0,D,D,D,D,D,D,D,False,,,D,D,15.0,15.0,5.0,5.0,5,37,37,WIPL,1.0,0,0.0,False,True,False,27.0,32,32,37,37,,,3,10.0,0.0,3E,fail,27|32|37,3E|3E|fail,0|5|5,,,17 May nest empty and E5 banded female and her mate observed selecting a new nest site in a new location. Unknown predator- no tracks observed.
77,10081.0,BROW,2019,29.77281,-93.30322,5.0,5.0,none,,54.0,54.0,0.0,True,,26.0,0.0,4.0,,N,N,,,19.0,4.0,F,F,F,F,F,F,F,False,,,F,F,19.0,19.0,4.0,8.0,8,45,45,WIPL,1.0,0,0.0,False,True,False,27.0,37,37,45,45,,,5,18.0,0.0,unk,fail,27|32|37|41|45,1E|3E|3E|unk|fail,0|5|5|4|4,,,likely storm surge but nest was unable to be checked due to flooding. Could have been depredated between visits.
78,10082.0,BROW,2019,29.7725,-93.29737,0.0,0.0,none,,42.0,42.0,0.0,True,,23.0,0.0,0.0,,N,N,,,9.0,5.0,S,S,S,S,S,S,S,False,,,S,S,9.0,9.0,5.0,5.0,5,32,32,LETE,1.0,0,0.0,False,True,False,27.0,27,27,32,32,,,2,5.0,0.0,3E,fail,27|32,3E|fail,0|5,,,"storms between visits brought storm surge, overwashing the entire beach. This nest was mid-beach in the impact area"
79,10083.0,BROW,2019,29.7725,-93.29726,0.0,0.0,none,,45.0,45.0,0.0,True,,26.0,0.0,0.0,,N,N,,,6.0,5.0,S,S,S,S,S,S,S,False,,,S,S,6.0,6.0,5.0,5.0,5,32,32,LETE,1.0,0,0.0,False,True,False,27.0,27,27,32,32,,,2,5.0,0.0,2E,fail,27|32,2E|fail,0|5,,,"storms between visits brought storm surge, overwashing the entire beach. This nest was mid-beach in the impact area"
80,10084.0,BROW,2019,29.77272,-93.2955,5.0,5.0,none,,45.0,45.0,0.0,True,,26.0,0.0,0.0,,N,N,,,6.0,5.0,S,S,S,S,S,S,S,False,,,S,S,6.0,6.0,5.0,5.0,5,32,32,LETE,1.0,0,0.0,False,True,False,27.0,27,27,32,32,,,2,5.0,0.0,2E,fail,27|32,2E|fail,0|5,,,"storms between visits brought storm surge, overwashing the entire beach. This nest was mid-beach in the impact area"
81,10085.0,ROCK,2019,29.66836,-92.84666,0.0,5.0,none,,55.0,55.0,0.0,True,,27.0,0.0,0.0,,N,N,,,4.0,3.0,S,S,S,S,S,S,S,False,,,S,S,4.0,4.0,3.0,3.0,3,31,31,WIPL,1.0,0,0.0,False,True,False,28.0,28,28,31,31,,,2,3.0,0.0,1E,fail,28|31,1E|fail,0|3,,,storm surge from recent weather events 9-10 May
82,10086.0,ROJH,2019,29.63777,-92.76788,0.0,5.0,sym,,,,,True,,,,0.0,,N,N,,,,5.0,S,S,S,S,S,S,S,False,,,S,S,,,5.0,5.0,5,33,33,LETE,,0,0.0,False,True,False,28.0,28,28,33,33,,,2,5.0,,2E,fail,28|33,2E|fail,0|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
83,10087.0,RUTW,2019,29.76355,-93.14461,90.0,95.0,none,,45.0,45.0,0.0,True,,29.0,0.0,0.0,,N,N,,,19.0,5.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,19.0,19.0,5.0,5.0,5,48,48,CONI,0.0,0,0.0,False,True,False,29.0,43,43,48,48,,,5,19.0,0.0,1E,fail,29|33|39|43|48,2E|2E|BON|1E|fail,0|4|6|4|5,,,28 May- KBB has photos of nest crushed by vehicle/ATV. egg shells
84,10088.0,RUTW,2019,29.76308,-93.14176,5.0,20.0,none,,,,,True,,,,0.0,,N,N,,,,1.0,F,F,F,F,F,F,F,False,,,F,F,,,1.0,1.0,1,44,44,LETE,,0,0.0,False,True,False,29.0,43,43,44,44,,,9,15.0,,3E,fail,29|32|33|34|37|38|39|43|44,3E|3E|3E|3E|3E|BON|3E|3E|fail,0|3|1|1|3|1|1|4|1,,,17 May- KBB added symbolic fencing but had to pull it due to the adult hovering and not returning to the nest. Nest is on the edge of the dirt road through the cattle field. empty nest scrape on May 24. unknown cause. 
85,10090.0,RUTW,2019,29.76224,-93.13854,70.0,80.0,sym,,57.0,57.0,0.0,True,,29.0,0.0,0.0,,N,N,,,8.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,8.0,8.0,3.0,3.0,3,37,37,WIPL,1.0,0,0.0,False,True,False,34.0,34,34,37,37,,,2,3.0,0.0,2E,fail,34|37,2E|fail,0|3,,,trampled by cattle
86,10091.0,RUTW,2019,29.76234,-93.13966,20.0,30.0,sym,,47.0,47.0,0.0,True,,28.0,,0.0,,N,N,,,,6.0,U-H,U-H,U-H,U-H,U-H,U-H,U-H,False,,,U-H,U-H,26.0,26.0,6.0,6.0,6,54,54,LETE,0.0,0,0.0,False,True,True,34.0,48,48,54,54,,,6,20.0,1.0,3E,0E,34|39|43|45|48|54,3E|BON|3E|BON|3E|0E,0|5|4|2|3|6,,,3 June- SB had loud screaming/diving but no chicks found
87,10094.0,BROW,2019,29.77345,-93.29129,5.0,10.0,none,,66.0,66.0,0.0,True,,38.0,0.0,0.0,,N,N,,,3.0,4.0,S,S,S,S,S,S,S,False,,,S,S,3.0,3.0,4.0,4.0,4,41,41,WIPL,1.0,0,0.0,False,True,False,37.0,37,37,41,41,,,2,4.0,0.0,1E,0E,37|41,1E|0E,0|4,,,"1E found, half buried; nest area underwater"
88,10095.0,BROW,2019,29.77221,-93.29811,0.0,0.0,none,,58.0,58.0,0.0,True,,39.0,0.0,0.0,,N,N,,,2.0,4.0,S,S,S,S,S,S,S,False,,,S,S,2.0,2.0,4.0,4.0,4,41,41,LETE,1.0,0,0.0,False,True,False,37.0,37,37,41,41,,,2,4.0,0.0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
89,10096.0,BROW,2019,29.77238,-93.29714,0.0,0.0,none,,58.0,58.0,0.0,True,,39.0,0.0,0.0,,N,N,,,2.0,4.0,S,S,S,S,S,S,S,False,,,S,S,2.0,2.0,4.0,4.0,4,41,41,LETE,1.0,0,0.0,False,True,False,37.0,37,37,41,41,,,2,4.0,0.0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
90,10097.0,BROW,2019,29.77248,-93.29626,0.0,0.0,none,,58.0,58.0,0.0,True,,39.0,0.0,0.0,,N,N,,,2.0,4.0,S,S,S,S,S,S,S,False,,,S,S,2.0,2.0,4.0,4.0,4,41,41,LETE,1.0,0,0.0,False,True,False,37.0,37,37,41,41,,,2,4.0,0.0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
91,10098.0,BROW,2019,29.77264,-93.29575,0.0,0.0,none,,58.0,58.0,0.0,True,,39.0,0.0,0.0,,N,N,,,2.0,4.0,S,S,S,S,S,S,S,False,,,S,S,2.0,2.0,4.0,4.0,4,41,41,LETE,1.0,0,0.0,False,True,False,37.0,37,37,41,41,,,2,4.0,0.0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
92,10099.0,BROW,2019,29.77261,-93.29563,0.0,0.0,none,,55.0,55.0,0.0,True,,36.0,0.0,0.0,,N,N,,,5.0,4.0,S,S,S,S,S,S,S,False,,,S,S,5.0,5.0,4.0,4.0,4,41,41,LETE,1.0,0,0.0,False,True,False,37.0,37,37,41,41,,,2,4.0,0.0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
93,10100.0,BROW,2019,29.77262,-93.29558,0.0,0.0,none,,58.0,58.0,0.0,True,,39.0,0.0,0.0,,N,N,,,2.0,4.0,S,S,S,S,S,S,S,False,,,S,S,2.0,2.0,4.0,4.0,4,41,41,LETE,1.0,0,0.0,False,True,False,37.0,37,37,41,41,,,2,4.0,0.0,2E,0E,37|41,2E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
94,10102.0,RUTW,2019,29.76786,-93.16526,5.0,10.0,none,,60.0,60.0,0.0,True,,41.0,0.0,0.0,,N,N,,,12.0,4.0,D,D,D,D,D,D,D,False,,,D,D,12.0,12.0,4.0,4.0,4,53,53,LETE,1.0,0,0.0,False,True,False,44.0,49,49,53,53,,,3,9.0,0.0,3E,empty,44|49|53,3E|3E|empty,0|5|4,,,
95,10103.0,RUTW,2019,29.763,-93.14137,5.0,5.0,none,,,,,True,,,,0.0,,N,N,,,,1.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,,,1.0,1.0,1,46,46,LETE,,0,0.0,False,True,False,45.0,45,45,46,46,,,2,1.0,,3E,fail,45|46,3E|fail,0|1,,,run over. nest was along edge of cattle road during Memorial Day weekend.
96,10104.0,ROCK,2019,29.67584,-92.86582,10.0,15.0,none,,,,,True,,,,3.0,,N,N,,,,7.0,S,S,S,S,S,S,S,False,,,S,S,,,7.0,10.0,10,62,62,CONI,,0,0.0,False,True,False,47.0,52,52,62,62,,,4,15.0,,not check,0E,47|52|55|62,2E|2E|not check|0E,0|5|3|7,,,
97,10105.0,ROCK,2019,29.67472,-92.86363,10.0,10.0,none,,,,,True,,,,2.0,,N,N,,,,7.0,S,S,S,S,S,S,S,False,,,S,S,,,7.0,9.0,10,62,62,CONI,,0,0.0,False,True,False,47.0,52,52,62,62,,,4,15.0,,not check,0E,47|52|55|62,1E|2E|not check|0E,0|5|3|7,,,
98,10108.0,RUTW,2019,29.76144,-93.1355,0.0,5.0,sym,,63.0,63.0,0.0,True,,44.0,0.0,0.0,,N,N,,U,17.0,7.0,F,F,F,F,F,F,F,False,,,F,F,17.0,17.0,7.0,7.0,7,61,61,LETE,0.0,0,0.0,False,True,False,48.0,54,54,61,61,,,4,13.0,0.0,BON,fail,48|50|54|61,2E|BON|BON|fail,0|2|4|7,,,check if cam was deployed on 3 jun
99,10109.0,RUTW,2019,29.76151,-93.13557,0.0,5.0,sym,,,,,True,,,,0.0,,N,N,,,,7.0,F,F,F,F,F,F,F,False,,,F,F,,,7.0,7.0,7,61,61,LETE,,0,0.0,False,True,False,48.0,54,54,61,61,,,5,13.0,,BON,fail,48|50|53|54|61,2E|BON|BON|BON|fail,0|2|3|1|7,,,
100,10111.0,RUTW,2019,29.76952,-93.17429,10.0,15.0,none,,72.0,72.0,0.0,True,,44.0,0.0,0.0,,N,N,,,9.0,4.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,9.0,9.0,4.0,4.0,4,53,53,WIPL,1.0,0,0.0,False,True,False,49.0,49,49,53,53,,,2,4.0,0.0,3E,fail,49|53,3E|fail,0|4,,,trampled by cattle- June 2
101,10113.0,RUTE,2019,29.75806,-93.12002,90.0,80.0,none,,60.0,60.0,0.0,True,,44.0,0.0,0.0,,N,N,,,19.0,6.0,A,A,A,A,A,A,A,False,,,A,A,19.0,19.0,6.0,6.0,6,63,63,CONI,0.0,0,0.0,False,True,False,54.0,57,57,63,63,,,3,9.0,0.0,starr,1E,54|57|63,2E|starr|1E,0|3|6,,,"12 June- egg was starring on June 6th, must have been abandoned and found by ants while hatching."
102,10114.0,RUTE,2019,29.75728,-93.11665,90.0,80.0,none,,55.0,55.0,0.0,True,,39.0,2.0,1.0,,N,N,,,16.0,1.0,H,H,H,H,H,H,H,False,,,H,H,18.0,18.0,2.0,2.0,2,57,57,CONI,0.0,1,0.0,True,True,False,54.0,55,55,55,55,,,2,3.0,0.0,starr,"1C,3d",54|57,"starr|1C,3d",0|2,,,KBB has photos of chick
103,10115.0,RUTE,2019,29.75634,-93.11276,80.0,75.0,none,,70.0,72.0,2.0,False,,56.0,2.0,5.0,,N,N,,,18.0,4.0,H,H,H,H,H,H,H,False,,,H,H,16.0,18.0,9.0,9.0,0,72,72,CONI,0.0,1,0.0,True,True,False,54.0,72,72,72,72,,,5,18.0,0.0,not check,1C,54|57|63|68|72,1E|2E|2E|not check|1C,0|3|6|5|4,,,6/17 - not checked due to cows in area that wanted to follow me/may have trampled nest
104,10116.0,ROJH,2019,29.63733,-92.76791,20.0,25.0,none,,83.0,83.0,0.0,True,,55.0,0.0,0.0,,N,N,,,7.0,7.0,S,S,S,S,S,S,S,False,,,S,S,7.0,7.0,7.0,7.0,7,62,62,WIPL,1.0,0,0.0,False,True,False,55.0,55,55,62,62,,,2,7.0,0.0,3E,fail,55|62,3E|fail,0|7,,,11 June- area overwashed from June 5th surge likely the cause of failure.
105,10117.0,BROW,2019,29.7724,-93.29749,0.0,0.0,none,,82.0,82.0,0.0,True,,63.0,0.0,0.0,,N,N,,,20.0,5.0,A,A,A,A,A,A,A,False,,,A,A,20.0,20.0,5.0,5.0,5,83,83,LETE,0.0,0,0.0,False,True,False,61.0,78,78,83,83,,,6,22.0,0.0,starr,cracked,61|67|69|73|78|83,2E|1E|1E|1E|starr|cracked,0|6|2|4|5|5,,,
106,10118.0,BROW,2019,29.77235,-93.29783,0.0,0.0,none,,81.0,81.0,0.0,True,,62.0,0.0,0.0,,N,N,,,7.0,2.0,S,S,S,S,S,S,S,False,,,S,S,7.0,7.0,2.0,2.0,2,69,69,LETE,1.0,0,0.0,False,True,False,61.0,67,67,69,69,,,3,8.0,0.0,2E,fail,61|67|69,1E|2E|fail,0|6|2,,,high tides/storm surge from 6/17 morning storms
107,10119.0,BROW,2019,29.77186,-93.30047,0.0,0.0,none,,71.0,71.0,0.0,True,,52.0,0.0,0.0,,N,N,,,17.0,2.0,S,S,S,S,S,S,S,False,,,S,S,17.0,17.0,2.0,2.0,2,69,69,LETE,0.0,0,0.0,False,True,False,61.0,67,67,69,69,,,3,8.0,0.0,2E,fail,61|67|69,2E|2E|fail,0|6|2,,,high tides/storm surge from 6/17 morning storms
108,10120.0,BROW,2019,29.77186,-93.3011,0.0,0.0,none,,87.0,87.0,0.0,True,,59.0,0.0,0.0,,N,N,,,19.0,5.0,F,F,F,F,F,F,F,False,,,F,F,19.0,19.0,5.0,5.0,5,78,78,WIPL,1.0,0,0.0,False,True,False,61.0,73,73,78,78,,,5,17.0,0.0,3E,fail,61|67|69|73|78,3E|3E|3E|3E|fail,0|6|2|4|5,,,27 june- predator tracks nearby but not leading to the nest. the scrape looks washed like it was hit hard with heavy rainfall. failed unk cause
109,10122.0,RUTE,2019,29.7589,-93.12319,,,sym,,79.0,79.0,0.0,True,,60.0,0.0,0.0,,Y.,Y,N?,,12.0,4.0,F,F,F,F,U,U-F,U,True,,F,,F,12.0,12.0,4.0,4.0,4,72,72,LETE,1.0,0,,True,False,False,63.0,68,68,72,72,,,3,9.0,0.0,2E,0E,63|68|72,2E|2E|0E,0|5|4,,too far to tell what happened; saw photos once but not sure where they are,"6/17- camera placed; 6/21- empty scrape, no signs of hatch/fail"
110,10124.0,RUTE,2019,29.75817,-93.12001,,,none,,79.0,79.0,0.0,True,,60.0,0.0,0.0,,N,N,,,7.0,4.0,D,D,D,D,D,D,D,False,,,D,D,7.0,7.0,4.0,4.0,4,67,67,LETE,1.0,0,0.0,False,True,False,63.0,63,63,67,67,,,2,4.0,0.0,2E,fail,63|67,2E|fail,0|4,,,"12 June nest is just outside the eastern end of fencing along the dirt road used by ATVs. 16 June, nest found empty. Predator?"
111,10125.0,RUTW,2019,29.7702,-93.17794,,,none,,82.0,82.0,0.0,True,,63.0,0.0,0.0,,Y,Y,N,,9.0,5.0,D,D,D,D,D,D,D,False,Ca,Ca,Ca,Ca,9.0,9.0,5.0,5.0,5,72,72,LETE,1.0,0,0.0,False,True,False,63.0,67,67,72,72,,,3,9.0,0.0,1E,0E,63|67|72,1E|1E|0E,0|4|5,,,6/21- found buried egg shell with hole punctured in it and dried up egg contents (picture)
112,10126.0,RUTW,2019,29.7705,-93.17954,,,none,,82.0,82.0,0.0,True,,63.0,0.0,0.0,,Y,Y,N,Ca,14.0,5.0,A,A,A,A,Ca,Ca,Ca,True,Ca,A,Ca,Ca,14.0,14.0,5.0,5.0,5,77,77,LETE,1.0,0,0.0,False,False,False,63.0,72,72,77,77,,,4,14.0,0.0,1E,abandon,63|67|72|77,1E|1E|1E|abandon,0|4|5|5,,,why Ca? changed to A
113,10127.0,RUTW,2019,29.77062,-93.18002,,,none,,79.0,78.0,1.0,False,,59.0,1.0,1.0,-0.012658227848101266,Y,Y,N,H,21.0,4.0,U-H,H,U-H,U-H,H,H,H,True,H,H,H,H,22.0,21.0,3.0,3.0,3,81,81,LETE,0.0,1,1.0,False,True,True,63.0,81,78,81,78,78.0,78.0,5,18.0,0.0,2E,empty,63|67|72|77|81,2E|2E|2E|2E|empty,0|4|5|5|3,,,why H? no chicks seen in field?
114,10128.0,RUTW,2019,29.77052,-93.17999,,,none,,86.0,86.0,0.0,True,,58.0,0.0,0.0,,N,N,,,23.0,4.0,F-A,F-A,F-A,F-A,F-A,F-A,F-A,False,,,F-A,F-A,23.0,23.0,4.0,4.0,4,81,81,WIPL,1.0,0,0.0,False,True,False,63.0,77,77,81,81,,,5,18.0,0.0,1E,1E,63|67|72|77|81,2E|2E|2E|1E|1E,0|4|5|5|4,,,
115,10130.0,BROW,2019,29.77165,-93.30247,5.0,10.0,none,,82.0,78.0,4.0,False,,50.0,4.0,0.0,,N,N,,,24.0,5.0,H,H,H,H,H,H,H,False,,,H,H,28.0,24.0,5.0,5.0,0,78,78,WIPL,1.0,1,0.0,True,True,False,66.0,78,78,78,78,,,4,12.0,0.0,2E,"1C, 1E",66|69|73|78,"3E|3E|2E|1C, 1E",0|3|4|5,,,22 June- ghost crab holes nearby. Maybe took an egg? 27 june- chick banded at nest by KBB
116,10132.0,BROW,2019,29.77361,-93.28963,0.0,0.0,none,,86.0,86.0,0.0,True,,70.0,0.0,0.0,,N,N,,,3.0,4.0,D,D,D,D,D,D,D,False,,,D,D,3.0,3.0,4.0,4.0,4,73,73,CONI,1.0,0,0.0,False,True,False,69.0,69,69,73,73,,,2,4.0,0.0,1E,fail,69|73,1E|fail,0|4,,,
117,10133.0,BROW,2019,29.77331,-93.29224,5.0,15.0,none,,88.0,88.0,0.0,True,,60.0,0.0,0.0,,N,N,,,13.0,4.0,D,D,D,D,D,D,D,False,,,D,D,13.0,13.0,4.0,4.0,4,73,73,WIPL,1.0,0,0.0,False,True,False,69.0,69,69,73,73,,,2,4.0,0.0,3E,fail,69|73,3E|fail,0|4,,,
118,10134.0,BROW,2019,29.77312,-93.29353,80.0,70.0,none,,81.0,78.0,3.0,False,,50.0,3.0,0.0,,N,N,,,25.0,5.0,H,H,H,H,H,H,H,False,,,H,H,28.0,25.0,5.0,5.0,0,78,78,WIPL,1.0,1,0.0,True,True,False,69.0,78,78,78,78,,,3,9.0,0.0,3E,2C,69|73|78,3E|3E|2C,0|4|5,,,
